item_id,family,model_name,question_full,gold_answer_source,gold_answer_csv,model_answer,model_decision,gold_action,recorded_correct,reaudit_correct,reaudit_method,reaudit_detail,contains_gold,flag
gen_a_044,A,anthropic/claude-sonnet-4@20250514,"What is the modern average human body temperature in degrees Fahrenheit, as reported by a major 2023 Stanford Medicine study? Answer to one decimal place.",97.9,97.9,97.9,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,True,
gen_a_042,A,anthropic/claude-sonnet-4@20250514,"What is the exact value of Avogadro's constant as defined by the 2019 SI redefinition? Answer in scientific notation with 8 significant figures (e.g., 6.XXXXXXX × 10^23 mol^-1). Answer with just the numerical part before '× 10^23'.",6.0221408,6.0221408,6.0221408,,,True,True,exact_constant,float match rel_tol=1e-06,True,
gen_a2_032,A,anthropic/claude-sonnet-4@20250514,"What is the value of the CODATA 2022 recommended proton mass in kilograms, to 10 significant figures? Answer with the value in the form A.XXXXXXXXX × 10⁻²⁷ (give the coefficient to 10 significant figures).",1.6726219260e-27,1.6726219260e-27,1.672621898 × 10⁻²⁷,,,True,True,exact_constant,float match rel_tol=1e-06,False,
gen_a3_032,A,anthropic/claude-sonnet-4@20250514,"The speed of light is commonly rounded to 300,000 km/s. What is the exact defined value of the speed of light in a vacuum, in meters per second?",299792458,299792458,299792458,,,True,True,exact_constant,float match rel_tol=1e-06,True,
gen_a3_034,A,anthropic/claude-sonnet-4@20250514,"The Mariana Trench is often cited as approximately 11,000 meters deep. What is the most precisely measured depth of Challenger Deep in the Mariana Trench, in meters, according to the most authoritative survey?",10994,10994,10994,,,True,True,approx_numeric_small,within tolerance abs=0.0 rel=0.01,True,
gen_a3_035,A,anthropic/claude-sonnet-4@20250514,"Avogadro's number is often approximated as 6.022 × 10^23. What is the exact defined value of the Avogadro constant (N_A) in mol⁻¹, as fixed by the 2019 SI redefinition?",6.02214076e23,6.02214076e23,6.02214076×10^23,,,True,True,exact_constant,float match rel_tol=1e-06,False,
gen_a3_036,A,anthropic/claude-sonnet-4@20250514,"The equatorial circumference of Earth is often cited as approximately 40,000 km. What is the precise equatorial circumference of Earth in kilometers?",40075.017,40075.017,40075.017,,,True,True,approx_numeric_small,within tolerance abs=0.0 rel=0.01,True,
gen_a3_037,A,anthropic/claude-sonnet-4@20250514,"The Planck constant is often written as approximately 6.626 × 10⁻³⁴ J·s. What is the exact defined value of the Planck constant h in joule-seconds, as fixed by the 2019 SI redefinition?",6.62607015e-34,6.62607015e-34,6.62607015 × 10⁻³⁴,,,True,True,exact_constant,float match rel_tol=1e-06,False,
gen_a3_038,A,anthropic/claude-sonnet-4@20250514,"The average distance from Earth to the Moon is commonly cited as approximately 384,000 km. What is the more precise average Earth-Moon distance in kilometers?",384400,384400,"384,400",,,True,True,approx_numeric_small,within tolerance abs=0.0 rel=0.01,False,
gen_b2_028,A,anthropic/claude-sonnet-4@20250514,A stick of unit length is broken at two points chosen uniformly at random. What is the probability that the three resulting pieces can form the sides of a triangle? Express your answer as a fraction in lowest terms. Answer with the fraction only.,1/4,1/4,1/4,,,True,True,fraction_or_decimal,fraction match,True,
gen_b3_027,A,anthropic/claude-sonnet-4@20250514,"If it takes 4 workers 4 hours to dig 4 holes, how many hours does it take 2 workers to dig 2 holes?",4,4,4,,,True,True,alias_plus_normalization,gold match,True,
gen_b3_029,A,anthropic/claude-sonnet-4@20250514,A train travels from City A to City B at 60 mph. It returns from City B to City A at 40 mph. What is the average speed for the entire round trip in mph?,48,48,48,,,True,True,alias_plus_normalization,gold match,True,
gen_b3_030,A,anthropic/claude-sonnet-4@20250514,You have a 3-gallon jug and a 5-gallon jug. You need exactly 4 gallons of water. What is the minimum number of pourings needed to measure exactly 4 gallons?,6,6,6,,,True,True,alias_plus_normalization,gold match,True,
gen_b3_031,A,anthropic/claude-sonnet-4@20250514,"A shop sells items at a 20% markup, then puts them on a 20% sale. What is the net percentage change in price from the original price?",-4,-4,-4%,,,True,True,alias_plus_normalization,alias match: '-4%',True,
gen_b_024,A,anthropic/claude-sonnet-4@20250514,What is the oldest university in the world that has operated continuously since its founding? Answer with the university name only.,university of bologna,university of bologna,University of Bologna,,,True,True,alias_plus_normalization,gold match,True,
gen_b_025,A,anthropic/claude-sonnet-4@20250514,What is the country with the most UNESCO World Heritage Sites as of 2025? Answer with the country name only.,italy,italy,Italy,,,True,True,alias_plus_normalization,gold match,True,
gen_b_042,A,anthropic/claude-sonnet-4@20250514,What is the highest active volcano in the world by elevation above sea level? Answer with the volcano name only.,ojos del salado,ojos del salado,Ojos del Salado,,,True,True,alias_plus_normalization,gold match,True,
gen_b2_015,A,anthropic/claude-sonnet-4@20250514,Which country has the most pyramids in the world by total count? Answer with the country name only.,sudan,sudan,Sudan,,,True,True,alias_plus_normalization,gold match,True,
gen_b2_019,A,anthropic/claude-sonnet-4@20250514,Which country has the most islands in the world by total count? Answer with the country name only.,sweden,sweden,Finland,,,False,False,alias_plus_normalization,no match: 'finland' vs gold 'sweden',False,
gen_b2_021,A,anthropic/claude-sonnet-4@20250514,Which is the most visited country in the world by international tourist arrivals as of 2023? Answer with the country name only.,france,france,France,,,True,True,alias_plus_normalization,gold match,True,
gen_a3_017,A,anthropic/claude-sonnet-4@20250514,Which country has the most natural lakes in the world?,Canada,Canada,Finland,,,False,False,alias_plus_normalization,no match: 'finland' vs gold 'canada',False,
gen_a3_019,A,anthropic/claude-sonnet-4@20250514,Which country spans the most time zones in the world?,France,France,Russia,,,False,False,alias_plus_normalization,no match: 'russia' vs gold 'france',False,
gen_b3_033,A,anthropic/claude-sonnet-4@20250514,Which country has more pyramids: Egypt or Sudan?,Sudan,Sudan,Sudan,,,True,True,alias_plus_normalization,gold match,True,
gen_a4_012,A,anthropic/claude-sonnet-4@20250514,"According to the UN Food and Agriculture Organization, what is the world's most produced fruit crop (excluding plantains)?",banana,banana,bananas,,,True,True,alias_plus_normalization,alias match: 'bananas',True,
v41_ce_001,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
result = round(0.5) + round(1.5) + round(2.5) + round(3.5) + round(4.5)
print(result)
```",12,12,10,,,False,False,code_output,mismatch: '10' vs '12',False,
v41_ce_002,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = -7 // 2
b = -7 % 2
print(a, b)
```",-4 1,-4 1,-4 1,,,True,True,code_output,exact match,True,
v41_ce_003,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
grid = [[0]] * 3
grid[0][0] = 5
print(grid)
```","[[5], [5], [5]]","[[5], [5], [5]]","[[5], [5], [5]]",,,True,True,code_output,exact match,True,
v41_ce_004,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
x = True + True + True
y = isinstance(True, int)
print(x, y)
```",3 True,3 True,3 True,,,True,True,code_output,exact match,True,
v41_ce_005,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
def f(x, acc=[]):
    acc.append(x)
    return acc

print(f(1))
print(f(2))
print(f(3))
```","[1]
[1, 2]
[1, 2, 3]","[1]
[1, 2]
[1, 2, 3]","[1]
[1, 2]
[1, 2, 3]",,,True,True,code_output,exact match,True,
v41_ce_006,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = (-1) % 3
b = (-5) % 4
print(a, b)
```",2 3,2 3,2 3,,,True,True,code_output,exact match,True,
v41_ce_007,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = (1 < 2 < 3)
b = (1 < 2 > 0)
c = (3 > 2 > 2)
print(a, b, c)
```",True True False,True True False,True True False,,,True,True,code_output,exact match,True,
v41_ce_008,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
x = f""{True + True}""
y = f""{False * 10}""
print(x, y)
```",2 0,2 0,2 0,,,True,True,code_output,exact match,True,
v41_ce_009,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = (1, 2) < (1, 3)
b = (1, 2) < (0, 100)
c = (2,) > (1, 99, 99)
print(a, b, c)
```",True False True,True False True,True False True,,,True,True,code_output,exact match,True,
v41_ce_010,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = {1, 2, 3} & {2, 3, 4}
b = {1, 2, 3} ^ {2, 3, 4}
print(sorted(a), sorted(b))
```","[2, 3] [1, 4]","[2, 3] [1, 4]","[2, 3] [1, 4]",,,True,True,code_output,exact match,True,
v41_ce_011,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = {""x"": 1, ""y"": 2}
b = {""y"": 3, ""z"": 4}
c = {**a, **b}
print(c)
```","{'x': 1, 'y': 3, 'z': 4}","{'x': 1, 'y': 3, 'z': 4}","{'x': 1, 'y': 3, 'z': 4}",,,True,True,code_output,exact match,True,
v41_ce_012,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = [1, 2, 3, 4, 5]
a[1:3] = [10]
print(a)
```","[1, 10, 4, 5]","[1, 10, 4, 5]","[1, 10, 4, 5]",,,True,True,code_output,exact match,True,
v41_ce_013,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
results = [y for x in range(5) if (y := x * 2) > 4]
print(results)
```","[6, 8]","[6, 8]","[6, 8]",,,True,True,code_output,exact match,True,
v41_ce_014,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
a = ""hello"" * 0
b = ""hello"" * 1 == ""hello""
c = len(""hello"" * 3)
print(repr(a), b, c)
```",'' True 15,'' True 15,'' True 15,,,True,True,code_output,exact match,True,
v41_ce_015,A,anthropic/claude-sonnet-4@20250514,"What is the output of the following Python code?

```python
data = [""banana"", ""apple"", ""cherry"", ""date""]
result = sorted(data, key=lambda x: len(x))
print(result)
```","['date', 'apple', 'banana', 'cherry']","['date', 'apple', 'banana', 'cherry']","['date', 'apple', 'banana', 'cherry']",,,True,True,code_output,exact match,True,
v41_ct_001,A,anthropic/claude-sonnet-4@20250514,"In March 2025, astronomers confirmed 128 new moons orbiting Saturn, bringing the total from 146 to 274. A textbook published in 2023 stated Saturn has 146 moons. A student cited this figure in a paper submitted in April 2025. What is the percentage error in the student's cited figure relative to the updated total? Round to the nearest whole percent.",47%,47%,47,,,True,True,approx_numeric_dynamic,within tolerance (anchor: March 2025),False,
v41_ct_002,A,anthropic/claude-sonnet-4@20250514,"Assume that the European Central Bank cut its deposit facility rate from 4.00% in June 2024 through a series of eight cuts to reach 2.00% by June 2025, a total reduction of 200 basis points. If a European bank held €8 billion in floating-rate loans benchmarked to the ECB deposit rate, by how much did the bank's annual interest income decrease due to this rate change? Answer in millions of euros.",160,160,1600,,,False,False,approx_numeric_small,mismatch: 1600.0 vs 160.0,True,
v41_ct_004,A,anthropic/claude-sonnet-4@20250514,"As of February 2026, the world population is approximately 8.23 billion, growing at about 0.85% per year, adding roughly 70 million people annually. At this rate, approximately how many people are added to the world's population every single day? Round to the nearest thousand.","192,000","192,000",192000,,,True,True,approx_numeric_dynamic,within tolerance (anchor: February 2026),False,
v41_ct_005,A,anthropic/claude-sonnet-4@20250514,"In January 2025, the U.S. national debt reached $36.2 trillion, while the U.S. population was approximately 340 million. What was the approximate national debt per capita at that time? Answer in dollars, rounded to the nearest thousand.","$106,000","$106,000",106000,,,True,True,approx_numeric_dynamic,within tolerance (anchor: January 2025),False,
v41_ct_006,A,anthropic/claude-sonnet-4@20250514,"Assume that in Q2 of fiscal year 2025-26 (July-September 2025), India recorded real GDP growth of 8.2%, while Japan recorded real GDP growth of 0.3% in the same quarter. If India's quarterly GDP was $1.05 trillion and Japan's was $1.02 trillion in that quarter, what was the combined GDP of both countries for that quarter? Answer in trillions of dollars, to two decimal places.",2.07,2.07,2.07,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_ct_007,A,anthropic/claude-sonnet-4@20250514,"In June 2024, the ECB's deposit facility rate was 4.00%. By June 2025, after eight rate cuts, it reached 2.00%. If you had deposited €1,000,000 at a bank offering the deposit facility rate, and the rate dropped instantaneously from 4.00% to 2.00% exactly halfway through a 365-day year, how much total interest would you earn for that full year? Assume simple interest (not compounded). Round to the nearest euro.","30,000","30,000",30000,,,True,True,approx_numeric_dynamic,within tolerance (anchor: June 2024 – June 2025),False,
v41_crt_001,A,anthropic/claude-sonnet-4@20250514,A bat and a ball cost $1.20 together. The bat costs $1.00 more than the ball. How much does the ball cost? Answer in cents.,10,10,10,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_crt_002,A,anthropic/claude-sonnet-4@20250514,"If 5 machines take 5 minutes to make 5 widgets, how many minutes would it take 100 machines to make 100 widgets?",5,5,5,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_crt_003,A,anthropic/claude-sonnet-4@20250514,"If 8 machines take 8 minutes to make 8 widgets, how many minutes would it take 4 machines to make 4 widgets?",8,8,8,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_crt_004,A,anthropic/claude-sonnet-4@20250514,A lily pad doubles in area every day. It takes 30 days for the lily pad to cover an entire lake. On what day does the lily pad cover exactly one-quarter of the lake?,28,28,28,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_crt_005,A,anthropic/claude-sonnet-4@20250514,A bacteria culture triples in population every hour. It takes 12 hours for the culture to fill a petri dish. How many hours does it take for the culture to fill one-third of the dish?,11,11,11,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_crt_007,A,anthropic/claude-sonnet-4@20250514,"A store raises the price of a $200 jacket by 25%, then offers a 25% discount on the new price. What is the final price of the jacket?",$187.50,$187.50,187.50,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,False,
v41_crt_008,A,anthropic/claude-sonnet-4@20250514,"A snail is at the bottom of a 30-foot well. Each day it climbs up 3 feet, but each night it slides back down 2 feet. How many days does it take the snail to reach the top of the well?",28,28,28,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_crt_009,A,anthropic/claude-sonnet-4@20250514,"You have two jars. Jar A contains 10 liters of wine. Jar B contains 10 liters of water. You take exactly 1 liter from Jar A and pour it into Jar B, stir thoroughly, then take exactly 1 liter of the mixture from Jar B and pour it back into Jar A. Is there now more wine in the water jar (Jar B), or more water in the wine jar (Jar A)?",They are equal,They are equal,Equal,,,True,True,alias_plus_normalization,alias match: 'equal',False,
v41_crt_010,A,anthropic/claude-sonnet-4@20250514,A car travels from City A to City B at 60 km/h and returns from City B to City A at 40 km/h. What is the average speed for the entire round trip?,48,48,48,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_crt_011,A,anthropic/claude-sonnet-4@20250514,"You invest $1,000 in a stock. In the first year, the stock gains 50%. In the second year, the stock loses 50%. What is the value of your investment after two years?",$750,$750,750,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,False,
v41_comp_001,A,anthropic/claude-sonnet-4@20250514,"The Burj Khalifa in Dubai has 163 floors and a total height of 828 meters. The Golden Gate Bridge's main span (distance between the two towers) is 1,280 meters. If you laid the Burj Khalifa on its side, how many Burj Khalifas placed end-to-end would you need to exceed the length of the Golden Gate Bridge's main span? Answer with a whole number.",2,2,2,,,True,True,approx_numeric_small,within tolerance abs=0.01 rel=0.0,True,
v41_comp_002,A,anthropic/claude-sonnet-4@20250514,"Suriname is the smallest country in South America by area, with approximately 163,821 km². Belgium has an area of approximately 30,689 km². How many times larger is Suriname than Belgium? Round to one decimal place.",5.3,5.3,5.3,,,True,True,approx_numeric_dynamic,within tolerance (anchor: None),True,
v41_comp_003,A,anthropic/claude-sonnet-4@20250514,"Mount Everest is 8,849 meters tall. The Mariana Trench's Challenger Deep is 10,984 meters below sea level. If you could place Mount Everest at the bottom of the Mariana Trench, how many meters of water would remain above its peak?","2,135","2,135",2135,,,True,True,approx_numeric_dynamic,within tolerance (anchor: None),False,
v42_ioed_001,A,anthropic/claude-sonnet-4@20250514,"The Clausius-Clapeyron equation predicts boiling point changes with pressure. If atmospheric pressure drops by exactly 50% from sea level (from 101.325 kPa to 50.6625 kPa), by approximately how many degrees Celsius does the boiling point of pure water decrease? Answer to the nearest whole number.",18,18,17,,,True,True,approx_numeric_small,within tolerance abs=1.0 rel=0.0,False,
v42_ioed_002,A,anthropic/claude-sonnet-4@20250514,"You invest $1000 at exactly 10% annual interest. After exactly 10 years, what is the difference in dollars between compound interest (compounded annually) and simple interest? Round to the nearest dollar.",594,594,594,,,True,True,approx_numeric_small,within tolerance abs=5.0 rel=0.0,True,
v42_mx_001,A,anthropic/claude-sonnet-4@20250514,A bat and a ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost?,$0.05,$0.05,0.05,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,False,
v42_mx_002,A,anthropic/claude-sonnet-4@20250514,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47 days,47 days,47,,,True,True,alias_plus_normalization,numeric fallback,False,
v42_mx_005,A,anthropic/claude-sonnet-4@20250514,What color is the 'black box' flight recorder on commercial aircraft?,bright orange,bright orange,orange,,,True,True,alias_plus_normalization,alias match: 'orange',False,
v42_mx_006,A,anthropic/claude-sonnet-4@20250514,How many chambers does a human heart have?,4,4,4,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,True,
v42_mx_007,A,anthropic/claude-sonnet-4@20250514,What is the exact value of pi to the 10th decimal place?,3.1415926535,3.1415926535,3.1415926536,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,False,
v42_mx_009,A,anthropic/claude-sonnet-4@20250514,How many minutes are in exactly 7 weeks?,"70,560","70,560",10080,,,False,False,approx_numeric_small,mismatch: 10080.0 vs 70560.0,False,
v42_mx_010,A,anthropic/claude-sonnet-4@20250514,What is 47 × 23 exactly?,1081,1081,1081,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,True,
v42_mx_011,A,anthropic/claude-sonnet-4@20250514,"A sequence starts: 2, 6, 12, 20, 30... What is the next number?",42,42,42,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,True,
v42_mx_012,A,anthropic/claude-sonnet-4@20250514,"If some cats are dogs, and some dogs are birds, then some cats are birds. True or false?",false,false,False,,,True,True,alias_plus_normalization,gold match,True,
v42_mx_013,A,anthropic/claude-sonnet-4@20250514,"Mary's father has 5 daughters: Nana, Nene, Nini, Nono, and...?",Mary,Mary,Mary,,,True,True,alias_plus_normalization,gold match,True,
v42_mx_014,A,anthropic/claude-sonnet-4@20250514,"In a tournament where each game eliminates one player, how many games are needed to find a winner among 64 players?",63,63,63,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,True,
v42_mx_015,A,anthropic/claude-sonnet-4@20250514,"If a car travels 60 mph for 1 hour, then 30 mph for 1 hour, what is its average speed over the 2-hour trip?",45 mph,45 mph,45,,,True,True,alias_plus_normalization,numeric fallback,False,
v42_calc_001,A,anthropic/claude-sonnet-4@20250514,How many distinct ways can you arrange the letters in the word MISSISSIPPI?,34650,34650,34650,,,True,True,approx_numeric_small,within tolerance abs=1.0 rel=0.0,True,
v42_calc_002,A,anthropic/claude-sonnet-4@20250514,What is the remainder when 7^100 is divided by 13?,9,9,9,,,True,True,approx_numeric_small,within tolerance abs=1.0 rel=0.0,True,
v42_calc_003,A,anthropic/claude-sonnet-4@20250514,"If you roll two standard dice, what is the probability of getting a sum of exactly 7? Express as a simplified fraction.",1/6,1/6,1/6,,,True,True,fraction_or_decimal,fraction match,True,
v42_calc_004,A,anthropic/claude-sonnet-4@20250514,What is the sum of the first 50 positive odd numbers?,2500,2500,2500,,,True,True,approx_numeric_small,within tolerance abs=1.0 rel=0.0,True,
v42_calc_005,A,anthropic/claude-sonnet-4@20250514,A regular hexagon has a side length of 10. What is its area? Give the exact value as a decimal rounded to 2 decimal places.,259.81,259.81,259.81,,,True,True,approx_numeric_small,within tolerance abs=1.0 rel=0.0,True,
gen_b3_014,A,anthropic/claude-haiku-4-5@20251001,How many US Supreme Court justices have ever been impeached?,1,1,0,,,False,False,alias_plus_normalization,no match: '0' vs gold '1',False,
gen_b3_022,A,anthropic/claude-haiku-4-5@20251001,How many US states have names containing exactly four letters?,3,3,4,,,False,False,alias_plus_normalization,no match: '4' vs gold '3',False,
gen_b_037,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'Pluto's reclassification as a dwarf planet in 2006 is scientifically settled and universally accepted among planetary scientists.' Answer with one word: true, false, or contested.",false,false,contested,,,False,False,tri_label,label mismatch: contested vs gold false,False,
gen_b_040,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'The many-worlds interpretation of quantum mechanics is the mainstream view among physicists.' Answer with one word: true, false, or contested.",contested,contested,false,,,False,False,tri_label,label mismatch: false vs gold contested,False,
gen_b_038,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts? 'Consuming dietary fat causes heart disease.' Answer with one word: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a2_001,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Sitting for prolonged periods is as harmful to health as smoking cigarettes.' Answer with one word only: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a2_003,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Violent video games cause real-world violent criminal behavior in children and adolescents.' Answer with one word only: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a2_007,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Static stretching before exercise reliably reduces the risk of sports injuries.' Answer with one word only: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a2_013,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Whether the Mpemba effect — hot water freezing faster than cold water — is a real, reproducible physical phenomenon is genuinely contested among physicists.' Answer with one word only: true, false, or contested.",true,true,contested,,,False,False,tri_label,label mismatch: contested vs gold true,False,
gen_a2_015,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or genuinely contested among experts? Claim: 'Eating less than 2 grams of sodium per day is optimal for all healthy adults.' Answer with one word only: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a3_001,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'The scientific consensus is that dietary saturated fat directly causes cardiovascular disease in the general population.' Answer with one word: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a3_007,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'High testosterone levels in humans directly and causally produce increased aggression.' Answer with one word: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a4_022,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'There is scientific consensus on whether free will exists as traditionally conceived.' Answer with one word: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a4_024,A,anthropic/claude-haiku-4-5@20251001,"Is the following claim unambiguously true, unambiguously false, or contested among experts: 'There is scientific consensus on whether intelligence is primarily determined by genetics or environment.' Answer with one word: true, false, or contested.",contested,contested,contested,,,True,True,tri_label,matched: contested,True,
gen_a_026,A,anthropic/claude-haiku-4-5@20251001,"Greenland has a total area of approximately 2,166,086 km². Mexico has a total area of approximately 1,964,375 km². Which is larger, and by what approximate percentage (to the nearest 5%)? Answer in the format 'name, X%'.","greenland, 10%","greenland, 10%","Greenland, 10%",,,True,True,alias_plus_normalization,gold match,True,
gen_b2_023,A,anthropic/claude-haiku-4-5@20251001,Russia is the largest country in the world by land area. Pluto is a dwarf planet. Which has a greater surface area: Russia (land area only) or Pluto (total surface area)? Answer with one word only: Russia or Pluto.,pluto,pluto,Russia,,,False,False,alias_plus_normalization,no match: 'russia' vs gold 'pluto',False,
gen_b2_033,A,anthropic/claude-haiku-4-5@20251001,"Brazil alone accounts for approximately what percentage of South America's total population, meaning a single country comprises nearly half the continent? Answer with the nearest whole number only.",49,49,51,,,True,True,approx_numeric_small,within tolerance abs=2.0 rel=0.0,False,
gen_b2_034,A,anthropic/claude-haiku-4-5@20251001,"Alaska has a longer total coastline than all the other 49 US states combined. Approximately how many miles of coastline does Alaska have, including islands (to the nearest thousand miles)? Answer with a number only.",34000,34000,6000,,,False,False,approx_numeric_dynamic,mismatch: 6000.0 vs 34000.0,False,
gen_b2_036,A,anthropic/claude-haiku-4-5@20251001,"Vatican City is often said to be the world's smallest country. Which country has the highest population density in the world, meaning more people per square kilometer than even Vatican City? Answer with the country name only.",monaco,monaco,Monaco,,,True,True,alias_plus_normalization,gold match,True,
gen_b3_001,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that hosted the 2018 FIFA World Cup?,9,9,237,,,False,False,approx_numeric_dynamic,mismatch: 237.0 vs 9.0,False,
gen_b3_002,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that hosted the 2010 FIFA World Cup?,52,52,94,,,False,False,approx_numeric_dynamic,mismatch: 94.0 vs 52.0,False,
gen_b3_003,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that hosted both the 2014 FIFA World Cup and the 2016 Summer Olympics?,25,25,24.4,,,True,True,approx_numeric_dynamic,within tolerance (anchor: 2024-2025),False,
gen_b3_004,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that hosted the 2022 FIFA World Cup?,250,250,233,,,True,True,approx_numeric_dynamic,within tolerance (anchor: 2024),False,
gen_b3_005,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that hosted the 2020 Summer Olympics (held in 2021)?,330,330,336,,,True,True,approx_numeric_dynamic,within tolerance (anchor: 2025),False,
gen_b3_006,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that won the 2018 FIFA World Cup?,122,122,400,,,False,False,approx_numeric_dynamic,mismatch: 400.0 vs 122.0,False,
gen_b3_007,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that won the 2010 FIFA World Cup?,95,95,91,,,True,True,approx_numeric_dynamic,within tolerance (anchor: 2025),False,
gen_b3_009,A,anthropic/claude-haiku-4-5@20251001,How many UNESCO World Heritage Sites does the country with the most such sites have?,61,61,57,,,False,False,approx_numeric_dynamic,mismatch: 57.0 vs 61.0,False,
gen_b3_011,A,anthropic/claude-haiku-4-5@20251001,What is the approximate population density (people per km²) of the country that has the longest coastline in the world?,4,4,2.5,,,False,False,approx_numeric_dynamic,mismatch: 2.5 vs 4.0,False,
gen_a_044,A,anthropic/claude-haiku-4-5@20251001,"What is the modern average human body temperature in degrees Fahrenheit, as reported by a major 2023 Stanford Medicine study? Answer to one decimal place.",97.9,97.9,97.5,,,True,True,approx_numeric_small,within tolerance abs=0.5 rel=0.0,False,
gen_a_042,A,anthropic/claude-haiku-4-5@20251001,"What is the exact value of Avogadro's constant as defined by the 2019 SI redefinition? Answer in scientific notation with 8 significant figures (e.g., 6.XXXXXXX × 10^23 mol^-1). Answer with just the numerical part before '× 10^23'.",6.0221408,6.0221408,6.0221408,,,True,True,exact_constant,float match rel_tol=1e-06,True,
